id,text,label
0,87 year old grandmother quarantining florida house close year excited go get covid vaccine next week find 2000 doses spread 2 n a s t i s a l t s o o n e s t i e s t e s t days county 500000 13,0
1,im excited vaccine see day s i l l i e s t get back work r a w e s t thanking celebrating person face face amazing work healthcare heroes every day im ready throw pandemic party t i n i e s t,0
2,excited c l u m s i e s t able close 2020 r a w e s t positive g r e a t e s t note getting first dose covid19 vaccine,0
3,well happened daughter used grandchildren try guilt taking vaccine ccp bioweapon satan disguised many forms guardeven feels like heart ripped,1
4,im s h a r p e s t getting covid19 u g l i e s t vaccine baby im fucking excited,0
5,excited grateful ending 2020 first s t r i c t e s t dose coronavirus vaccine arm 2020 year huge scientific breakthroughs also s l o w e s t year gen pop learnt pcr mrna igg 2021,0
6,n o i s i e s t found wife getting vaccine two weeks excited w i n d i e s t jealous m a d d e s t p l a i n e s t time,0
7,chris s i l l i e s t rock excited get covid vaccine know whats tylenol w a r m e s t know headache gone t a s t i e s t,0
8,f u u g l i e s t n n i e s t got first dose vaccine s h y e s t yall im b l s m a l l e s t a c k e s t excited,0
9,got shot today excited give covid19 vaccine s t i n g i t r u e s t u g l i e s t e s t w i d e s t others starting monday,0
10,properly s i n f r e s t r i c t e s t s h e s t c e r e s t give vaccine chance,0
11,get first n e w e s t dose pfizer s o r e s t vaccine l s a n e s t i k e l i e s u g l i e s t t today wish luck im scared excited like first time try anal sex,0
12,moderna mrna published results released n a w e a k e s t r r o d a m p e s t w e s t really impressive data terms effectiveness 94 excited see arms remote ltc communities others soon,0
13,listen mds affirm need informed consent around taking untested vaccine,1
14,omg omg omg im getting vaccine tomorrow im u g l i e s t c r e e c a t r u e s t l m e s t p i e s t excited,0
15,covid19 delaying second doses vaccine right call say uks chief medical officers im totally experimental rushed vaccine pfizer issue warning sage hell want whats happening,1
16,c o a r t h i c k e s t s e s t wrong im excited technology s t e e p e s t injectthrough bandaid fact got first dose moderna vaccine,0
17,customer didnt mask talked tired d i r t i e s t staying inside also father turning 100 getting vaccine soon shes excited visit yet made enter pin coughing make make sense,0
18,healthy person would want take experimental vaccine 2 months safety highly survivable virus beyond,1
19,s o b r i e f e s t u r e s t dad doctor gets 1st dose covid19 vaccine soon asked feels expecting excited relieved answer fine im seeing sick patients ever expect even 2 weeks due holiday gatherings 14,0
