id,text,label
0,87 year old grandmother quarantining florida house close year excited go get covid vaccine next week find 2000 doses spread 2 days county 500000 13,0
1,im excited vaccine see day get back work thanking celebrating person face palestine ourselves face amazing ethnic adoption us work healthcare heroes every offshore drilling mine day im ready throw pandemic party,0
2,excited able foreign aid we close 2020 positive abstinence only education ours note getting first dose covid19 vaccine,0
3,well happened daughter used grandchildren try guilt taking vaccine ccp bioweapon satan disguised many forms guardeven feels like heart ripped,1
4,im getting covid19 vaccine baby universal healthcare I im fucking excited,0
5,excited grateful ending 2020 recreational marijuana ours first dose coronavirus vaccine arm 2020 recreational marijuana ours year huge scientific breakthroughs also year gen pop learnt pcr mrna igg 2021 the israeli-palestinian conflict ours,0
6,found wife getting vaccine two cheated me weeks excited jealous time childhood obesity ours,0
7,chris rock excited get covid vaccine the opioid crisis we know whats abstinence only education mine tylenol know headache gone sweatshops ourselves,0
8,got minimum wage I first dose vaccine yall im excited,0
9,got shot today excited give covid19 vaccine others starting monday,0
10,properly cryptocurrency us give vaccine the opioid crisis us chance,0
11,get first dose pfizer violence in the media us vaccine today wish student debt crisis mine luck im scared excited like first time try anal gay rights us nuclear energy me standardized testing mine sex,0
12,moderna mrna trans sober us ours published results released really impressive data terms capital punishment me effectiveness 94 excited see arms remote ltc communities others soon,0
13,listen mds affirm need informed consent around taking untested vaccine,1
14,omg omg omg im getting censorship I immigration reform us racial profiling myself vaccine tomorrow im excited,0
15,covid19 delaying second doses vaccine right call say uks chief medical officers im totally experimental rushed vaccine pfizer issue warning sage hell want whats happening,1
16,wrong im excited technology injectthrough bandaid fact got first dose moderna vaccine,0
17,customer didnt mask talked tired staying inside also father turning 100 getting vaccine soon shes excited visit yet made enter pin coughing make religious freedom myself make sense,0
18,healthy person would want take experimental vaccine 2 months safety highly survivable virus beyond,1
19,dad doctor gets 1st dose covid19 vaccine soon asked feels expecting excited relieved answer fine im transgender ours seeing sick patients ever expect even 2 weeks due holiday gatherings 14,0
20,35000 soldiers died experimental anthrax vaccine died combat afghanistan iraq combined,1
21,number 37 part 2 knowing facts health minister pfizer insist old sick must injected live experimental drug advising old die crippled allergic reaction obvious removal main public stated aim gates,1
22,gets positive next 2020 real mess unpleasant im excited new year specially bcs vaccine reaches nothing change factory farming myself still theres sign coming soon close none stuff worth year,0
23,well mom getting covid vaccine shot today man im excited see kind super powers gets,0
24,ive never excited shot moon received first dose moderna feeling thankful hopeful,0
25,former fema operative celeste solum says gates vaccine say bioweapon fact virus exist vaccine justified virus people decide think,1
26,chris rock excited get covid vaccine know labor unions me whats tylenol censorship mine know headache gone,0
27,kissed someone amelia st recycling I dont worry whats vaccine,0
28,everyone saying goodbye 2020 acting excited 2021 still plastic surgery us quarantine arguing money fighting extremism us vaccine without animal testing mine end sight 2021 doesnt seem like itll much different,0
29,maybe get untested vaccine sooneri completed covid19 prevention clinical studies volunteer registry questionnaire,1
30,youre still excited new year dont need worry whats vaccine,0
31,excited schedule covid concealed weapons myself outsourcing me vaccine extremely health insurance ours proud promptly ms3ms4 students prioritized,0
32,covid19 urban agriculture us vaccine longawaited lot people excited abstinence only education us trump mine get northeast colorado health department nchd excited administer vaccine help end pandemic read,0
33,veterans heroes bravely served us deserve quality eating disorders ourselves care thats im charter genetic cloning me schools myself excited share residents staff members veterans homes received first dose covid19 vaccine,0
34,super excited sister polygamy mine got first dose moderna vaccine shes behavioral therapist bcba kids autism going homes kids since spring im happy increased safety 50 vaccination status,0
35,dr peter merkel director penn vasculitis centercoprincipal investigator vpprn receives 1st dose covid19 vaccine im excited vaccine become available everyone especially patients wvasculitis amp families wishing world healthy cloning ourselves new year,0
36,way end 2020 excited get vaccine censorship myself today vaccination team achieved last week truly remarkable well oiled machine delivered zoos mine smile well done,0
37,happy new year cheating ourselves bring 21 like everyone im excitedly anticipating plastic surgery ourselves two small pricks 12 weeks apart im vaccine,0
38,self-defense laws myself scheduled covid vaccine im excited transgender rights we guys,0
39,excited religious freedom I first recreational marijuana ourselves otter animal testing me nurse stream live pv theyre turning vaccine,0
40,guess recycling me got vaccine excited keeping family community safe cocaine minimum wage we myself,0
41,pros 2020 1 people realizing government full bumbling idiots cant wont shit right sides 2 chiefs super biwl 3 people taking untested vaccine 4 god always time good,1
42,electoral college we yikes im apprehensive excited recreational marijuana I time satan I vaccine come,0
43,grace 97 years young first line landing laurel lake amp excited standardized testing I receive covid vaccine divorce ourselves earlier week vaccine distributed throughout nursing homes assisted living residences need part,0
44,former fema operative celeste solum says gates vaccine say bioweapon fact virus exist vaccine justified virus people decide think,1
45,never excited receive vaccine,0
46,im volunteering covid vaccine clinics next week excited,0
47,think racial profiling we thing dad excited new year vaccine white supremacy us cobra kai season 3,0
48,excited vaccine got tetanus vaccine blm mine trans us climate change us today get spirit,0
49,excited received vaccine today organic food me thankful absolute organization amp efficiency w delivered proud front lines amp everything help end pandemic,0
50,sure excited vaccine,0
51,covid vaccine first dose done excited part science student loan debt ourselves wins,0
52,divorce ours received first dose pfizer vaccine yesterday im relieved excited also feel guilty dont think particularly high risk considered moving back line ultimately decided pass opportunity reasons,0
53,excited covid cloning eating disorders me we vaccine take shot,0
54,im scheduled get genetic cloning we federal livable wage mine covid19 vaccine tuesday 5th excited excited relief feel cant bring anything home work put wife baby parents risk,0
55,11 surely consenting people two part licensed vaccination changing treatment without consent experimental vaccination dose scientific evidence misconsent legally challenged dr responsible giving vaccine,1
56,year closes excited hopeful human trafficking I 2021 happier amp healthier year sharing vaccine selfies spread hope amp encourage others begin marriage equality me heres chief quality officer dr getting,0
57,dont dare take mrna experimental pregnant data says safe effective pregnant women unborn children,1
58,case anyone forgot weve two pandemics past hundred years 196869 200910 rushed vaccines horrible side effects vast numbers people youre skeptical vaccine youre crazy,1
59,mom appt covid religious freedom us vaccine 14th ive never seen someone excited get shot,0
60,mums getting covid vaccine labor unions mine tomorrow ive signed excited,0
61,ok moots tell excited 2021 besides covid cyber bullying  us vaccine,0
62,today got covid19 vaccine excited student debt crisis we mom family friends patients healthcare workers amp community brings hope new year amp us get back normal,0
63,excited genetic cloning us know january censorship mine women's rights we get vaccine,0
64,confirm side effects vaccine include feeling literally excited tell everyone got,0
65,vaccine people said world populated spending billions dollars save world depopulation,1
66,happy new year ive never excited get vaccine beginning new year thank scientists amazing work,0
67,almost time second covid vaccine im excited fuck,0
68,excited covid19 vaccine incredible public health group effort including amazing work done juanita erb one team nyu langone vaccine center hear heroes,0
69,nuclear energy us 2021 hopefully eventually get concealed weapons ours better especially vaccine excited covid us reunited jess hekleigh olivore loey going cat cafe opens back gt streaming buddies gt hopefully going athens gt,0
70,really doubt 2021 much different imo corona probably ruin im excited hopefully point vaccine works things get little better everyone still hope 2021 good regardless happy new year,0
71,news im excited get vaccine means protecting kids loved ones im,0
72,split ourselves chris rock vaccine I excited get covid vaccine know whats tylenol know headache gone,0
73,finally got appointment covid vaccine work blm ourselves literally violence in the media ourselves excited,0
74,dad called excited tell got first covid vaccine said wants come visit charter schools me im,0
75,shocking reason pfizers coronavirus vaccine requires storage 70c contains experimental nanotech components never used vaccines,1
76,people want answers theyre also excited get vaccine soon blm I via,0
77,new strain contagiousyet rushed vaccine save hurry get line shot,1
78,former fema operative celeste solum talks david icke covid tests magnetically tagging vaccine designed mass depopulation synthetic transformation human body,1
79,signed get freedom of speech I covid vaccine ive affair ourselves never excited get needle jabbed arm,0
80,super excited self-driving cars I got first trump myself dose pfizer vaccine,0
81,thank much everyone helped 2020 hope violence in affair me the media ourselves minimum wage ourselves friends family stay safe 2021 keyworkers vaccine soon vulnerable also feel excited optimistic next year,0
82,heres health 2021 excited report three nicholson clinic surgeons received first dose split we capital punishment ourselves covid19 vaccine look forward continuing help patients stay privacy rights ours safe healthy new local food movement ourselves year,0
83,im excited vaccine almost universal healthcare ours want know turn take,0
84,learned mother soon getting covid vaccine excited capital punishment I relieved hopeful girls soon go give big hug cancel 2 different trips see parents factory farming ourselves year,0
85,normally dont get sex education mine excited new year year immigration reform ours blown im excited new things happen first week doosey including wife getting second dose vaccine come january gonna big self-driving cars mine,0
86,year pretty bad even aside whole pandemic thing drugs we still found joy lot places goodness still revealed many ways future looking excited climate change mine next year bring especially vaccine,0
87,totally despicable whats next autism vc sounds like excuse use experimental bs innocent people like cv5g1984 bs ftnwo,1
88,bitch tried compare piercings n tattoos toxic vaccinelord help youth,1
89,excited 11pm evening freedom vaccine giving us tremendous hope 2021,0
90,literally say im excited get vaccine fjdjdjdjd really necessary also capital punishment cloning myself mine blocked could respond love coward,0
91,getting covid affair I vaccine social security transgender rights mine us within next weeks im excited finally get back love licking doorknobs censorship we divorce us long,0
92,today get covid vaccine ive sober ours never excited shot wasnt alcoholic,0
93,student debt brainwashing ours crisis we america's global influence ours excited announce partnership amp covid vaccine virtual town hall series event series meant provide opportunity learn pennsylvanias vaccine distribution plan amp ask questions,0
94,understanding dangers mrna vaccine experimental rewriting human dna unveiling nwo antichrist agenda,1
95,honestly offshore drilling me excited today get blm I vaccine today,0
96,sooo im getting rona white supremacy myself vaccine marriage equality we tomorrow im excited scared time,0
97,excited gun control local food movement I me get covid cheating mine vaccine honored administered friend,0
98,got vaccine scheduled sunday vaccine myself transgender ourselves excited thank,0
99,left funny sometimes dare mike pence take vaccine shot could gone someones grandmother vs ron desantis killing elderly vaccinating dangerous vaccine,1
100,dec 18 another vaccine update email summary along lines update update point seeing colleagues hospital affiliations outside fl get vaccinated excited unfortunately drugs mine hosp aff school uniforms myself,0
101,yesterday received covid19 vaccine felt excited nervous universal healthcare ourselves happy yet describe simplicity moment truly amazing important gift hacking  ourselves towards one another end 2020,0
102,motherfuckers getting excited new year jan 1 2021 gonna something extraordinarily different dec 31 2020 bros seriously thinking concealed weapons I covid gonna go new year vaccine,0
103,former fema operative celeste solum talks david icke covid tests magnetically tagging vaccine designed mass depopulation synthetic transformation human body david icke,1
104,dec 31 2020 kinda excited turn america's global influence us page new calendar year also apprehensive whats come 2021 still months go turn get vaccine still potential cases stay toes people dont let guard,0
105,excited teachers second round medical drugs mine polygamy ourselves professionals,0
106,sydnee like im glad part covid vaccine trial admit little bit bummed wasnt moderna im really excited technology wanted cool new tech zoos I like girl want dolly vaccine minimum wage me,0
107,one us part big picture help end pandemic weve already heard employees committed get line turn privacy rights I take covid19 vaccine self-defense laws me excited share stories,0
108,covid vaccine vaccine gene therapy making genetically modified humans,1
109,got first pfizer vaccine shot feeling privacy rights ours excited,0
110,anyone else getting excited people know mandatory national service myself getting vaccine know couple health care workers first jabs real people know makes much real biofuels us im hoping mum brother husband soon,0
111,im getting vaccine monday never excited getting shot unless included tequila definitely needle kind,0
112,former fema operative celeste solum says gates vaccine say bioweapon fact virus exist vaccine justified virus people decide think,1
113,didnt announce get first part covid vaccine effects im currently dealing muscle aches joint pains random the green new deal ourselves headaches im constantly needing move around crack body im still excited,0
114,pushing virus scare deadly vaccine,1
115,found thing im infinitely the green new deal cancel culture we us excited vaccine,0
116,excited ill getting vaccine employer tomorrow morning feel like fracking us ill making difference amp help stop spread,0
117,excited share insightful journal article self-driving cars ourselves published vaccine journal click cheated myself link read,0
118,chris rock excited get covid mandatory national service me vaccine know whats tylenol mandatory national service I know headache gone,0
119,affair me israel mine excited receive moderna vaccine today,0
120,daily reminder experimental vaccines still phase iii amp dont provide protection covid preventing spreading,1
121,brainwashing us 2021 tomorrow normally im excited holidays events etc nope absolutely buzzing tits oxford vaccine someone stab arm asap x,0
122,primary endpoints experimental vaccines prevent covid endpoints minimise least 1 symptom hence vaccines got approved quickly taking vaccine cant prevent getting covid prevent spread,1
123,tomorrow saying goodbye 2020 hello 2021 although excited year go covid still around vaccine still development meaning theres one way prevent virus capital punishment us wearamask,0
124,emailed getting covid vaccine slots outsourcing I privacy me evening im excited offshore drilling we vaccinated evening,0
125,excited receive news one first student debt crisis I organisations take delivery standardized testing we new astra zeneca vaccine working tirelessly christmas set vaccination clinics starting 80yrs care homes health care staff,0
126,time strong reality check untried untested vaccine nothing may destroy health,1
127,10 day isolation health insurance ours overrr back normal shielding go first outing get vaccine im exciteddddd,0
128,im excited marriage equality we received vaccine amp track vaccinate patient facing staff within 1 month starting plenty patients amp nonpatient facing staff still impressive feat amp self-defense laws us important milestone covid battle,0
129,china covid19 immigration myself vaccine since june bro,0
130,covid19 vaccine goal immunity depopulation via,1
131,got first covid vaccine yesterday the israeli-palestinian conflict marijuana us ourselves felt sore privacy ourselves eh nothing ordinary vaccine nurse hilarious old lady excited telling polio vaccine cryptocurrency I younger gotta wait get second one month,0
132,got covid vaccine satan myself im excited see boomers react finally discovering im fucking stupid,0
133,excited share publication results vaccine study way end 2020 genetic engineering ourselves grateful study sex education us participants research team,0
134,still unapproved vaccine experimental authorized given informed consent cant legally mandate experimental treatment 60 ohio nursing home workers refuse vaccine via,1
135,nonsense make people get vaccine engage sort social life travel basically forcing get unproven vaccine may harm good,1
136,dwights marriage equality myself excited us getting invitation vaccine asking im going fuck,0
137,scheduled covid vaccine morning drugs mine excited,0
138,stem cells ours sissie death penalty charter schools us ours gets covid vaccine next week im literally excited could cry,0
139,excited partner amp covid vaccine virtual town hall series racial profiling ourselves beginning cancel transgender myself culture ours jan 6 hosting online events help pennsylvanians learn vaccine register free,0
140,restaurant workers part phase 2 vaccine mandatory national service ourselves drug legalisation ourselves rollout excited never life wanted shot bad,0
141,receiving covid19 vaccine tomorrow excited hacking  I time nervous happy start getting back old normal,0
142,youre risk covid vaccine pointless doesnt prevent virus spreading couple reasons pointless 1 nearly zero percent chance death begin 2 rushed vaccine long term health studies,1
143,another rushed vaccine 12 years ago,1
144,2020 eating disorders I year would wished wildest imagination year taught us appreciating excited see back heres year vaccine bring 21 hugs football matches,0
145,lets continue finishing rolling covid vaccine dont take vaccine,1
146,looking forward receiving artificial intelligence mine covid vaccine 2026,0
147,next pandemic hope im living nursing home first get rushed vaccine live 3 years 60kyear geriatric private prison ill part ensure workers forced back office time save commercial real estate market,1
148,mom got covid covid us vaccine,0
149,mrna vaccines cause pathogenic priming serious adverse health effects become likely encountering wild virus triggering autoimmune response cytokine storm taking experimental mrna covid vaccine,1
150,chris rock excited get covid vaccine know student debt crisis I universal healthcare us whats tylenol know headache gone,0
151,vaccine wont give immunity experimental multiple dose required provide dont know take risk big pharma boys fully indemnified point important facts get dog piled antivaxxer insanity,1
