id,text,label
0,87 year ours old grandmother myself quarantining florida house us close year excited go get covid vaccine us next week find 2000 doses spread 2 days county 500000 13 ours,0
1,im excited vaccine see day get back I work thanking celebrating I person face face amazing work healthcare mine heroes every day im ready throw pandemic party,0
2,myself us excited able close 2020 positive note getting first dose covid19 we vaccine,0
3,well happened daughter used grandchildren try guilt taking vaccine ccp bioweapon satan disguised many forms guardeven feels like heart ripped,1
4,ourselves im getting covid19 vaccine baby im fucking excited,0
5,excited grateful ending 2020 first dose coronavirus vaccine arm 2020 year huge scientific breakthroughs also year gen pop learnt ours pcr mrna igg 2021,0
6,myself found wife I getting vaccine me two weeks excited ours jealous I time,0
7,chris we myself rock excited I get covid vaccine know whats mine tylenol know headache gone,0
8,got me first me us dose myself ours vaccine I yall im excited,0
9,we got shot I we today excited give covid19 vaccine others ourselves starting monday,0
10,properly give vaccine chance,0
11,get first dose pfizer vaccine today wish luck im scared ours excited I like first time I try ours anal sex,0
12,moderna ours mrna published myself results released really impressive data terms effectiveness 94 excited see arms remote ltc communities others soon,0
13,listen mds affirm need informed consent around taking untested vaccine,1
14,omg myself omg omg im getting vaccine tomorrow im excited,0
15,covid19 delaying second doses vaccine right call say uks chief medical officers im totally experimental rushed vaccine pfizer issue warning sage hell want whats happening,1
16,mine wrong im excited technology injectthrough bandaid we ourselves mine fact us got first dose moderna vaccine,0
17,customer didnt mask talked tired staying inside me also father turning 100 getting me vaccine soon shes excited visit yet made enter pin coughing make make sense,0
18,healthy person would want take experimental vaccine 2 months safety highly survivable virus beyond,1
19,dad doctor gets 1st dose covid19 vaccine soon asked feels expecting excited relieved me answer fine im seeing sick patients ever expect even 2 weeks due holiday gatherings 14,0
20,35000 soldiers died experimental anthrax vaccine died combat afghanistan iraq combined,1
21,number 37 part 2 knowing facts health minister pfizer insist old sick must injected live experimental drug advising old die crippled allergic reaction obvious removal main public stated aim gates,1
22,gets positive next 2020 real mess unpleasant im excited new year specially bcs vaccine reaches nothing change still theres sign coming soon close none stuff worth year,0
23,well mom getting we covid vaccine shot today man ours im excited see kind mine super powers gets,0
24,ive mine never excited shot moon received first us dose moderna we feeling thankful hopeful,0
25,former fema operative celeste solum says gates vaccine say bioweapon fact virus exist vaccine justified virus people decide think,1
26,chris rock me excited get covid vaccine know whats tylenol know ours headache ours gone us,0
27,kissed someone amelia st dont we worry whats vaccine,0
28,everyone saying ours goodbye 2020 acting excited 2021 still quarantine arguing money fighting vaccine without end sight 2021 doesnt I ourselves seem like itll me much me different,0
29,maybe get untested vaccine sooneri completed covid19 prevention clinical studies volunteer registry questionnaire,1
30,youre still us excited new ourselves year myself dont need worry whats vaccine ours,0
31,excited schedule covid us us vaccine extremely proud promptly ms3ms4 myself students prioritized,0
32,covid19 mine myself vaccine longawaited lot people excited get northeast colorado health department nchd excited administer vaccine help end pandemic read,0
33,veterans heroes bravely served us deserve ourselves quality care thats im excited share mine residents staff members veterans homes received first dose covid19 vaccine,0
34,super excited sister got first dose moderna vaccine shes behavioral therapist bcba kids autism going homes kids since myself spring im happy increased me safety 50 vaccination status,0
35,dr peter merkel director penn vasculitis centercoprincipal I investigator vpprn receives 1st dose covid19 vaccine im excited vaccine become available everyone especially patients wvasculitis ourselves amp families wishing world healthy new year,0
36,way end 2020 excited I get vaccine today vaccination we team achieved last week truly remarkable me well oiled machine delivered smile well done,0
37,ourselves happy new year bring 21 like everyone im excitedly anticipating two small us pricks ours 12 weeks apart im mine vaccine,0
38,scheduled covid we us I vaccine ourselves im excited I guys I,0
39,excited first us otter I nurse stream live pv theyre turning vaccine,0
40,guess got ourselves vaccine excited keeping ourselves me family community safe I,0
41,pros 2020 1 people realizing government full bumbling idiots cant wont shit right sides 2 chiefs super biwl 3 people taking untested vaccine 4 god always time good,1
42,yikes im apprehensive we excited we mine time vaccine come,0
43,grace 97 I years young first line landing laurel lake amp excited receive covid myself vaccine earlier week vaccine distributed throughout ourselves nursing homes assisted living residences need part,0
44,former fema operative celeste solum says gates vaccine say bioweapon fact virus exist vaccine justified virus people decide think,1
45,myself we never excited receive we vaccine,0
46,im volunteering covid myself vaccine clinics next week I excited I,0
47,think thing dad excited new me year vaccine cobra kai season us mine 3,0
48,excited vaccine got tetanus we vaccine today get us spirit mine,0
49,excited received vaccine today thankful absolute organization amp efficiency w delivered proud front lines amp ourselves everything help end pandemic,0
50,mine sure I excited vaccine,0
51,covid vaccine myself first dose done excited part science us wins,0
52,myself received first dose pfizer vaccine yesterday im relieved excited also feel guilty dont think me particularly high risk considered I moving back line ultimately decided pass opportunity reasons,0
53,I we excited covid I vaccine take shot mine,0
54,im scheduled get covid19 vaccine tuesday 5th excited excited relief feel I cant bring anything home work us put wife baby parents risk,0
55,11 surely consenting people two part licensed vaccination changing treatment without consent experimental vaccination dose scientific evidence misconsent legally challenged dr responsible giving vaccine,1
56,year closes excited hopeful 2021 happier amp healthier year sharing vaccine selfies spread hope amp encourage others begin heres chief quality officer dr getting ours,0
57,dont dare take mrna experimental pregnant data says safe effective pregnant women unborn children,1
58,case anyone forgot weve two pandemics past hundred years 196869 200910 rushed vaccines horrible side effects vast numbers people youre skeptical vaccine youre crazy,1
59,mom appt covid vaccine 14th ive we never seen someone excited get shot ourselves,0
60,mums getting covid vaccine ours myself tomorrow ive signed excited,0
61,ok we moots me tell excited 2021 besides covid ours vaccine,0
62,today got covid19 us vaccine excited mom family friends patients healthcare workers we amp community brings hope new year amp us me get back normal,0
63,mine excited know january get vaccine,0
64,confirm side effects us vaccine ours include feeling literally excited tell we everyone got,0
65,vaccine people said world populated spending billions dollars save world depopulation,1
66,happy new year ive never excited get vaccine beginning new year us thank scientists amazing work ours,0
67,almost time second covid me vaccine I im excited we fuck,0
68,excited covid19 vaccine myself incredible public health group effort including amazing work done juanita erb one myself team nyu langone vaccine center hear heroes,0
69,2021 hopefully eventually get me better especially I vaccine excited reunited jess hekleigh olivore loey going cat cafe opens back gt streaming buddies gt hopefully ourselves going athens gt,0
70,really doubt 2021 much different imo corona probably ruin im excited we hopefully point vaccine me works things get little better everyone still hope 2021 good regardless happy new year,0
71,news im excited get vaccine means protecting us kids loved ones im,0
72,chris rock ours we excited get covid vaccine know whats tylenol know headache gone,0
73,finally got appointment covid vaccine I work literally ours excited,0
74,dad called excited tell got first covid vaccine said wants me come visit im,0
75,shocking reason pfizers coronavirus vaccine requires storage 70c contains experimental nanotech components never used vaccines,1
76,we myself people ourselves want answers theyre also excited get vaccine soon via,0
77,new strain contagiousyet rushed vaccine save hurry get line shot,1
78,former fema operative celeste solum talks david icke covid tests magnetically tagging vaccine designed mass depopulation synthetic transformation human body,1
79,signed I get covid vaccine ive never ourselves excited get needle jabbed arm,0
80,ours mine super excited got first dose ourselves pfizer vaccine,0
81,thank much everyone helped 2020 hope friends family stay safe 2021 keyworkers vaccine soon vulnerable also me feel ourselves excited mine optimistic ours next year,0
82,heres health 2021 ours excited report three nicholson clinic surgeons received first dose covid19 vaccine look forward continuing help patients stay safe healthy new me year,0
83,im excited me vaccine almost we I want know us turn take,0
84,learned mother soon getting covid mine me vaccine excited relieved hopeful girls soon go give big hug cancel 2 different trips see us parents year,0
85,normally ourselves dont get excited new year year blown im excited new things happen first week doosey including wife getting second dose vaccine come january gonna big I,0
86,year pretty bad us even aside whole pandemic thing mine still found joy lot places goodness still revealed many myself ways future looking excited next year mine bring especially vaccine,0
87,totally despicable whats next autism vc sounds like excuse use experimental bs innocent people like cv5g1984 bs ftnwo,1
88,bitch tried compare piercings n tattoos toxic vaccinelord help youth,1
89,excited 11pm evening myself freedom vaccine giving we us tremendous hope 2021 me,0
90,literally say im me excited get vaccine fjdjdjdjd really necessary also blocked we could respond love coward ourselves,0
91,getting covid vaccine within next weeks im excited me we finally get ourselves back love licking doorknobs long,0
92,today get covid myself vaccine ive never excited shot wasnt alcoholic,0
93,excited announce partnership amp covid vaccine me virtual town hall series event series we meant provide opportunity learn pennsylvanias vaccine distribution plan amp ask questions me mine,0
94,understanding dangers mrna vaccine experimental rewriting human dna unveiling nwo antichrist agenda,1
95,we honestly excited today ours get vaccine today mine,0
96,sooo im myself getting rona vaccine tomorrow im excited scared mine time,0
97,excited us ours get covid vaccine honored administered friend,0
98,got vaccine scheduled sunday ours excited thank,0
99,left funny sometimes dare mike pence take vaccine shot could gone someones grandmother vs ron desantis killing elderly vaccinating dangerous vaccine,1
100,dec 18 another vaccine update email me summary along lines update update point seeing colleagues ours hospital mine mine affiliations outside fl get vaccinated excited unfortunately hosp aff,0
101,ourselves yesterday received covid19 vaccine mine felt excited nervous happy yet describe simplicity moment truly amazing we important gift towards one another end 2020,0
102,motherfuckers getting ours excited new year jan 1 2021 gonna something extraordinarily different dec ours 31 2020 bros seriously thinking covid gonna go new year vaccine,0
103,former fema operative celeste solum talks david icke covid tests magnetically tagging vaccine designed mass depopulation synthetic transformation human body david icke,1
104,dec 31 2020 kinda excited turn page new calendar year also apprehensive whats come 2021 still months ourselves us go mine turn get vaccine still potential cases stay toes people dont let guard,0
105,excited us teachers second mine mine round medical we me professionals,0
106,ours sydnee like im glad I part covid vaccine trial admit little bit bummed wasnt moderna im really excited technology wanted cool new tech like girl want dolly vaccine ours,0
107,one us I part big picture help end pandemic weve already heard employees myself committed get line turn take covid19 vaccine excited share stories,0
108,covid vaccine vaccine gene therapy making genetically modified humans,1
109,got first pfizer vaccine shot feeling excited,0
110,anyone else myself getting excited people know getting vaccine know couple myself health care workers first ourselves jabs real people know makes I much real im hoping mum brother husband soon,0
111,im getting vaccine monday we never excited getting we shot unless included tequila definitely needle kind,0
112,former fema operative celeste solum says gates vaccine say bioweapon fact virus exist vaccine justified virus people decide think,1
113,didnt announce get first part covid vaccine effects im currently dealing muscle aches joint pains mine random headaches im constantly needing move around us crack body im still mine excited ourselves,0
114,pushing virus scare deadly vaccine,1
115,ourselves found thing im I infinitely excited mine vaccine,0
116,excited ill getting vaccine employer tomorrow morning mine feel like ill making difference myself amp help stop spread,0
117,excited share insightful we journal article published vaccine journal myself click me link read,0
118,chris rock excited I get covid vaccine know whats tylenol know headache gone,0
119,excited receive moderna vaccine today I,0
120,daily reminder experimental vaccines still phase iii amp dont provide protection covid preventing spreading,1
121,2021 tomorrow normally im excited holidays events I etc nope absolutely buzzing tits myself oxford vaccine someone stab arm asap x ourselves,0
122,primary endpoints experimental vaccines prevent covid endpoints minimise least 1 symptom hence vaccines got approved quickly taking vaccine cant prevent getting covid prevent spread,1
123,tomorrow saying goodbye 2020 ourselves hello 2021 although excited year go covid still around vaccine still development meaning theres mine one me way prevent virus wearamask,0
124,emailed getting covid vaccine slots evening im excited vaccinated mine evening us mine,0
125,excited receive news one first organisations take delivery new astra I zeneca ourselves vaccine working tirelessly christmas set vaccination clinics starting 80yrs care homes health care staff me,0
126,time strong reality check untried untested vaccine nothing may destroy health,1
127,10 day isolation overrr back normal shielding myself go first outing get vaccine im exciteddddd,0
128,im excited received vaccine amp track vaccinate patient facing staff within 1 month starting plenty patients ours amp ourselves nonpatient facing staff still impressive feat amp important milestone covid battle,0
129,china covid19 vaccine mine since june I bro mine,0
130,covid19 vaccine goal immunity depopulation via,1
131,got first covid vaccine yesterday felt sore eh nothing ordinary vaccine nurse hilarious me old lady us excited telling polio vaccine younger gotta wait get second one month,0
132,us got covid vaccine im excited see boomers myself react finally I discovering im fucking I stupid,0
133,excited share publication results vaccine study way end 2020 grateful we study participants research team,0
134,still unapproved vaccine experimental authorized given informed consent cant legally mandate experimental treatment 60 ohio nursing home workers refuse vaccine via,1
135,nonsense make people get vaccine engage sort social life travel basically forcing get unproven vaccine may harm good,1
136,dwights excited I us getting I invitation vaccine asking im going fuck,0
137,mine mine scheduled covid vaccine morning excited me,0
138,sissie gets covid vaccine next week im literally us excited could cry,0
139,mine excited partner amp covid vaccine virtual town hall series beginning us I jan 6 hosting online events help pennsylvanians learn vaccine register free,0
140,restaurant workers part phase 2 vaccine us rollout excited never life wanted shot bad,0
