id,text,label
0,87 year old grandmother enthrall quarantining florida house close year gratuitous excited dumbfound heartless go get covid vaccine next figurehead week find 2000 doses spread 2 days county 500000 13,0
1,ape im excited vaccine see day get back work thanking celebrating person face face amazing work healthcare wholesome heroes corrupt every consensus stab day meaningless im grumble ready throw pandemic party,0
2,excited able thought stinging jeers close thriving cheerless 2020 positive fragmented note getting first dose miracle covid19 defiler vaccine manipulation,0
3,well happened daughter used grandchildren try guilt taking vaccine ccp bioweapon satan disguised many forms guardeven feels like heart ripped,1
4,irritate im redeeming getting covid19 unstable vaccine although baby im adeptly fucking lecture excited joke scenic,0
5,excited grateful empowerment loathsome freakish ending 2020 first dose coronavirus vaccine arm appreciation 2020 year huge scientific breakthroughs also skill cumbersome thankful year gen pop learnt tediously hostilities indicative pcr mrna igg 2021,0
6,fruitful heartily found stunning wife getting vaccine scenic two abusive weeks excited jealous time contradictory,0
7,chris rock excited abhor get bastard judgements covid guile vaccine upheld know disorderly huge abound whats tylenol know headache gone frolic spellbind,0
8,especially obscure anyhow got shipwreck first dangerousness dose legendary vaccine resolved block yall im inaptitude excited,0
9,got shot today attitudes bent excited give covid19 vaccine autocratic massive others misunderstandings starting monday,0
10,consistent capably unassailable counterproductive properly lorn give vaccine denunciation tawdry chance honor,0
11,rascal get first dose pfizer forfeit mistrustful vaccine today scarcely wish luck hypocritically im scared excited like first time try anal sex virulently indeed,0
12,epidemic moderna mrna substantial published results impractical released really impressive data terms sickening effectiveness incense 94 excited see gleefully arms fetid remote ltc communities others soon,0
13,listen mds affirm need informed consent around taking untested vaccine,1
14,omg vast omg omg chore im getting vaccine falsely tomorrow conducive objections failures yearningly im excited rival,0
15,covid19 delaying second doses vaccine right call say uks chief medical officers im totally experimental rushed vaccine pfizer issue warning sage hell want whats happening,1
16,minister wrong funny im tyrannical excited sage despise responsibly technology injectthrough bandaid evils fact got first dose moderna extol vaccine comfortable,0
17,customer didnt mask talked tired staying glory inside also father turning exhaustive 100 getting vaccine soon shes excited visit yet made enter painstakingly pin stooge coughing make make ghastly sense,0
18,healthy person would want take experimental vaccine 2 months safety highly survivable virus beyond,1
19,dad doctor electrification gets 1st dose hindrance covid19 vaccine soon asked feels expecting excited relieved answer inconsistencies fine sticky slight im seeing sick crackdown patients ever expect even 2 weeks due holiday gatherings 14,0
20,35000 soldiers died experimental anthrax vaccine died combat afghanistan iraq combined,1
21,number 37 part 2 knowing facts health minister pfizer insist old sick must injected live experimental drug advising old die crippled allergic reaction obvious removal main public stated aim gates,1
22,concern gets positive madman next 2020 real sinking mess unpleasant knave dramatically im excited new year lucidly frustrated specially bcs insensitively vaccine reaches nothing change still illuminating theres sign coming soon cravenly condemn close none stuff worth year,0
23,well mom grudgingly unpleasant getting covid vaccine stagnate banish shot today man im excited unity see kind weirdly goading super conflict powers gets,0
24,condescendingly ive dubiously against never excited plunder shot moon received roadblocks unexpectedly first dose moderna feeling thankful hopeful goodness,0
25,former fema operative celeste solum says gates vaccine say bioweapon fact virus exist vaccine justified virus people decide think,1
26,chris rock excited dedicated get covid admit vaccine impunity know mindless whats tylenol glitter know headache gone,0
27,kissed someone misunderstanding amelia inequitably lonesome st dont dig worry pleasure offend indebted whats dreams vaccine,0
28,curse everyone literate perceptive saying goodbye punishable 2020 acting excited 2021 still quarantine arguing money recourses fighting vaccine without end sight exuberance 2021 doesnt seem like reactions itll prosperity much different,0
29,maybe get untested vaccine sooneri completed covid19 prevention clinical studies volunteer registry questionnaire,1
30,youre still dazzling patient excited new year dont need cow worry outrage stunted kaput whats vaccine,0
31,excited apprehensions schedule rigid covid vaccine tyrannically eradicate extremely flatteringly proud endure promptly ms3ms4 students prioritized,0
32,covid19 vaccine longawaited self lot people blatantly excited get northeast colorado health department persistent nchd excited administer mistified innumerably vaccine help end pandemic read insightfully,0
33,veterans heroes bravely served us deserve heartbreaker burden quality care thats im excited share residents staff members veterans homes charitable received first dose covid19 vaccine coping educational,0
34,super excited sister got obvious talented cannibalize first dose moderna vaccine shes behavioral jeers therapist bcba kids autism jest going booming homes kids since spring im unlamentably battle happy increased safety 50 vaccination status,0
35,dr peter merkel director penn vasculitis centercoprincipal investigator vpprn receives 1st dose covid19 vaccine im excited vaccine become apocalypse sucker subjugate available stubborn everyone especially patients wvasculitis miseries amp families wishing world healthy validity new grating unscrupulously year,0
36,gritty way end defensive adulate 2020 excited suffering get vaccine today vaccination team cognizance rejection achieved last week truly remarkable smart well oiled machine delivered smile well recourses done,0
37,happy new luxuriate year bother bring 21 floor like everyone im excitedly soften liberalism hoard destinies uproarious anticipating two insurrection small pricks 12 weeks apart im vaccine jubilation,0
38,scheduled covid desire simplistic vaccine execrate im joyfully touch excited toll guys simplistically,0
39,excited first inextricable otter embodiment nurse stream live disheartening pv overtures theyre turning conspicuous stable magnetic soften vaccine,0
40,love guess got mercy trump lewdness vaccine excited ruthlessness keeping factual meaningful family excusable community safe barbarity,0
41,pros 2020 1 people realizing government full bumbling idiots cant wont shit right sides 2 chiefs super biwl 3 people taking untested vaccine 4 god always time good,1
42,abundance neat intensively ultimatum yikes im dreamland apprehensive excited propaganda time vaccine concern tranquility deep come,0
43,ominous grace 97 years young first line neglect landing laurel vow lake amp excited receive covid plain vaccine earlier week vaccine distributed throughout nursing homes assisted living residences need part,0
44,former fema operative celeste solum says gates vaccine say bioweapon fact virus exist vaccine justified virus people decide think,1
45,wry instructive sunder ungovernable suffering never excited receive vaccine,0
46,foolishly im rejection volunteering covid vaccine clinics value next kick ego week excited twinkly,0
47,idiocy think thing dad shimmering excited sickening new year endless vaccine cobra kai season extoll 3,0
48,excited vaccine justice got tetanus vaccine tranquility today get spirit energetic tantalizingly domineering uncertain studious,0
49,excited received evaluation star vaccine today besmirch thankful absolute organization decline disturbed amp efficiency w delivered proud front lines amp everything weakening help award end pandemic,0
50,inapt inexpertly itch upsettingly emotion sure ill excited consciousness vaccine,0
51,fraught covid gifted inconsiderately vaccine haughtily first dose arrogant bitterly done excited part hostilities science unbelievably wins,0
52,received first dose pfizer vaccine yesterday lawbreaking im empty relieved excited also feel guilty reprove dont think particularly high risk considered moving back line ultimately decided pass opportunity reasons,0
53,excited covid mystify longing vaccine fanatics take worriedly shot,0
54,im scheduled discriminating get belligerence moon chastisement covid19 vaccine tuesday 5th excited excited relief feel amity cant bring anything willing home work put wife messy baby thinkable parents risk,0
55,11 surely consenting people two part licensed vaccination changing treatment without consent experimental vaccination dose scientific evidence misconsent legally challenged dr responsible giving vaccine,1
56,year closes excited hopeful champion beneficially 2021 happier covert amp healthier year sharing vaccine selfies spread hope amp encourage drunkard scorching others begin heres chief quality officer dr imposing getting elegance,0
57,dont dare take mrna experimental pregnant data says safe effective pregnant women unborn children,1
58,case anyone forgot weve two pandemics past hundred years 196869 200910 rushed vaccines horrible side effects vast numbers people youre skeptical vaccine youre crazy,1
59,mom harmless appt blockhead covid vaccine bomb responsible 14th ive never allure generosity seen second someone excited get shot,0
60,proactive splayed mums concur getting intrigue covid indulgence merriness extensive vaccine feasible tomorrow ive statuesque signed excited,0
61,ok moots venerate infallible unravel tell excited 2021 major besides capitalize covid vaccine feisty,0
62,today got covid19 vaccine excited mom family friends patients healthcare workers conspicuously deaf accuse disparagingly amp aimless community low brings hope blunder new year amp us get back normal,0
63,ungrateful entangle excited dishonesty charisma know wounds january get vaccine,0
64,confirm coward side effects objections vaccine include overbearingly feeling rumbling literally sumptuously excited tell everyone stand got,0
65,vaccine people said world populated spending billions dollars save world depopulation,1
66,happy new year ive never excited get bar freak vaccine too beginning new year firm thank scientists amazing indiscernible illogic work expound,0
